"Geslacht";"Leeftijd";"Burgerlijke staat";"Perioden";"Regio's";"Bevolking op 1 januari (aantal)"
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Raamsdonk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ravenstein";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Reeuwijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Reiderland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Reimerswaal";22896
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Renkum";31417
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Renswoude";5556
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Reusel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Reusel-De Mierden";13127
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rheden";43525
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rhenen";20203
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ridderkerk";46671
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Riethoven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rijneveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rijnsaterwoude";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rijnsburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rijnwaarden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rijnwoude";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rijsbergen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rijssen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rijssen-Holten";38204
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rijswijk";55220
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Roden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Roerdalen";20580
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Roermond";58763
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Roggel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Roggel en Neer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rolde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"De Ronde Venen";44720
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Roosendaal";77200
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Roosendaal en Nispen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rosmalen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rossum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rotterdam";651631
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rozenburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rozendaal";1726
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Rucphen";23080
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ruinen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ruinerwold";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ruurlo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sas van Gent";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sassenheim";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schagen";46532
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schaijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Scheemda";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schermer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Scherpenzeel";10128
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schiedam";79279
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schiermonnikoog";931
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schijndel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schinnen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schipluiden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schoonebeek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schoonhoven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schoorl";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Schouwen-Duiveland";34065
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sevenum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Simpelveld";10477
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sint Anthonis";11691
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sint Maarten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sint Odilienberg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sint Pancras";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sint Philipsland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sint-Michielsgestel";29498
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sint-Oedenrode";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sittard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sittard-Geleen";91743
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Skarsterlân";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sleen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sliedrecht";25597
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Slochteren";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sluis";23166
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sluis (oud)";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sluis-Aardenburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Smallingerland";56040
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Smilde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sneek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Snelrewaard";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Soest";46906
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Someren";19428
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Son en Breugel";17552
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Spijkenisse";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Sprang-Capelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"St. Anthonis";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Stad Delden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Stadskanaal";31754
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Standdaarbuiten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Staphorst";17261
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Stede Broec";21743
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Stedum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Steenbergen";24310
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Steenderen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Steenwijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Steenwijkerland";44341
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Stein";24875
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Stevensweert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Stichtse Vecht";65108
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Stramproy";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Strijen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Súdwest-Fryslân";89999
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Susteren";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Swalmen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Tegelen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Terheijden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Termunten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Terneuzen";54463
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Terschelling";4870
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Teteringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Texel";13656
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Teylingen";37791
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Tholen";26085
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Thorn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Tiel";41920
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Tietjerksteradeel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Tilburg";221947
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Tubbergen";21315
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Twenterand";33699
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Tynaarlo";33978
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Tytsjerksteradiel";32060
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ubbergen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Uden";42291
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Udenhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Uitgeest";13632
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Uithoorn";30206
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Ulrum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Urk";21227
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Usquert";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Utrecht";359370
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Utrechtse Heuvelrug";49946
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vaals";10084
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Valburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Valkenburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Valkenburg aan de Geul";16365
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Valkenisse";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Valkenswaard";31221
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Veendam";27417
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Veenendaal";66912
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Veere";21953
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Veghel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Veldhoven";45500
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Velsen";68617
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Venhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Venlo";101988
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Venray";43713
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vessem, Wintelre en Knegsel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vianen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vierlingsbeek";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vijfheerenlanden";57829
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vinkeveen en Waverveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vlaardingen";73924
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vlagtwedde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vledder";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vleuten-De Meern";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vlieland";1194
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vlijmen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vlissingen";44358
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vlist";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vlodrop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Voerendaal";12466
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Voorburg";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Voorhout";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Voorschoten";25650
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Voorst";24790
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vorden";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vries";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vriezenveen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Vught";31669
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Waadhoeke";46149
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Waalre";17544
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Waalwijk";48815
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Waddinxveen";30479
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wageningen";39635
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wanroij";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Warffum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Warmenhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Warmond";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Warnsveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Waspik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wassenaar";26949
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wateringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Waterland";17312
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Weerselo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Weert";50011
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Weesp";20445
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wehl";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Werkendam";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wervershoof";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wessem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"West Betuwe";51496
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"West Maas en Waal";19581
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Westerbork";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Westerhoven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wester-Koggenland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Westerkwartier";63678
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Westerschouwen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Westerveld";19661
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Westervoort";15014
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Westerwolde";26215
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Westkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Westland";111382
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Weststellingwerf";26130
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Westvoorne";14900
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wierden";24538
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wieringen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wieringermeer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wijchen";41261
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wijdemeren";24463
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wijdewormer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wijhe";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"De Wijk";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wijk bij Duurstede";23925
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Willemstad";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Willeskop";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wilnis";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Winschoten";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Winsum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Winterswijk";29022
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wisch";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wissenkerke";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wittem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Woensdrecht";22028
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Woerden";52694
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wognum";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"De Wolden";24374
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wormer";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wormerland";16333
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Woubrugge";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Woudenberg";13639
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Woudrichem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wouw";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wûnseradiel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Wymbritseradiel";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zaanstad";156901
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zaltbommel";29447
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"'t Zandt";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zandvoort";17168
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zederik";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zeeland";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zeevang";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zeewolde";22879
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zegveld";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zeist";65043
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zelhem";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zevenaar";44096
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zevenbergen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zevenhoven";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zevenhuizen";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zevenhuizen-Moerkapelle";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zierikzee";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zijpe";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zoetermeer";125267
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zoeterwoude";8843
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zuidhorn";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zuidlaren";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zuidplas";45064
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zuidwolde";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zundert";21988
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zutphen";48111
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zwartewaterland";22823
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zwartsluis";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zweeloo";
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zwijndrecht";44775
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Zwolle";129840
"Totaal mannen en vrouwen";"Totaal";"Totaal burgerlijke staat";"2021";"Centraal persoonsregister (CPR)";
